evidence_id,evidence_type,source_table,source_record_id,lot_id,event_time,tool_id,chamber_id,root_cause_id,is_shared_evidence,evidence_summary,evidence_payload
EVID_CONTEXT_EVENT_001,tool_event,synthetic_tool_events,EVT_CONTEXTUAL_001,SYNV2_00709,2026-04-29 05:00:00,TOOL_04,TOOL_04_CH_01,RC_RECIPE_CONTEXT_MISMATCH,True,recipe_context_alarm,"{""alarm_code"":""ALARM_RECIPE_CONTEXT_MISMATCH"",""chamber_id"":""TOOL_04_CH_01"",""end_time"":""2026-04-29 06:00:00"",""event_id"":""EVT_CONTEXTUAL_001"",""event_type"":""recipe_context_alarm"",""evidence_id"":""EVID_CONTEXT_EVENT_001"",""related_lot_id"":""SYNV2_00709"",""severity"":""high"",""start_time"":""2026-04-29 05:00:00"",""tool_id"":""TOOL_04""}"
EVID_CONTEXT_ANOMALY_CTX_PAIR_001,recipe_context,synthetic_secom_v2,SYNV2_00709,SYNV2_00709,2026-04-29 06:00:00,TOOL_04,TOOL_04_CH_01,RC_RECIPE_CONTEXT_MISMATCH,False,Synthetic recipe-context contextual anomaly; pair_id=CTX_PAIR_001; recipe=RCP_B; expected_status=anomalous; sensor_columns=sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489.,"{""anomaly_mechanism"":""contextual_anomaly"",""chamber_id"":""TOOL_04_CH_01"",""contextual_anomalous_recipe"":""RCP_B"",""contextual_expected_status"":""anomalous"",""contextual_normal_recipe"":""RCP_A"",""contextual_pair_id"":""CTX_PAIR_001"",""contextual_sensor_columns"":""sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489"",""event_time"":""2026-04-29 06:00:00"",""is_contextual_control"":""0"",""is_synthetic_anomaly"":""1"",""lot_id"":""SYNV2_00709"",""product_family"":""LOGIC"",""recipe_context_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_001"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_RECIPE_CONTEXT_MISMATCH"",""synthetic_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_001"",""tool_id"":""TOOL_04""}"
EVID_CONTEXT_ANOMALY_CTX_PAIR_002,recipe_context,synthetic_secom_v2,SYNV2_00724,SYNV2_00724,2026-05-01 18:00:00,TOOL_04,TOOL_04_CH_01,RC_RECIPE_CONTEXT_MISMATCH,False,Synthetic recipe-context contextual anomaly; pair_id=CTX_PAIR_002; recipe=RCP_B; expected_status=anomalous; sensor_columns=sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489.,"{""anomaly_mechanism"":""contextual_anomaly"",""chamber_id"":""TOOL_04_CH_01"",""contextual_anomalous_recipe"":""RCP_B"",""contextual_expected_status"":""anomalous"",""contextual_normal_recipe"":""RCP_A"",""contextual_pair_id"":""CTX_PAIR_002"",""contextual_sensor_columns"":""sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489"",""event_time"":""2026-05-01 18:00:00"",""is_contextual_control"":""0"",""is_synthetic_anomaly"":""1"",""lot_id"":""SYNV2_00724"",""product_family"":""MIXED_SIGNAL"",""recipe_context_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_002"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_RECIPE_CONTEXT_MISMATCH"",""synthetic_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_002"",""tool_id"":""TOOL_04""}"
EVID_CONTEXT_ANOMALY_CTX_PAIR_003,recipe_context,synthetic_secom_v2,SYNV2_00736,SYNV2_00736,2026-05-03 18:00:00,TOOL_04,TOOL_04_CH_01,RC_RECIPE_CONTEXT_MISMATCH,False,Synthetic recipe-context contextual anomaly; pair_id=CTX_PAIR_003; recipe=RCP_B; expected_status=anomalous; sensor_columns=sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489.,"{""anomaly_mechanism"":""contextual_anomaly"",""chamber_id"":""TOOL_04_CH_01"",""contextual_anomalous_recipe"":""RCP_B"",""contextual_expected_status"":""anomalous"",""contextual_normal_recipe"":""RCP_A"",""contextual_pair_id"":""CTX_PAIR_003"",""contextual_sensor_columns"":""sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489"",""event_time"":""2026-05-03 18:00:00"",""is_contextual_control"":""0"",""is_synthetic_anomaly"":""1"",""lot_id"":""SYNV2_00736"",""product_family"":""LOGIC"",""recipe_context_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_003"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_RECIPE_CONTEXT_MISMATCH"",""synthetic_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_003"",""tool_id"":""TOOL_04""}"
EVID_CONTEXT_ANOMALY_CTX_PAIR_004,recipe_context,synthetic_secom_v2,SYNV2_00747,SYNV2_00747,2026-05-05 14:00:00,TOOL_04,TOOL_04_CH_01,RC_RECIPE_CONTEXT_MISMATCH,False,Synthetic recipe-context contextual anomaly; pair_id=CTX_PAIR_004; recipe=RCP_B; expected_status=anomalous; sensor_columns=sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489.,"{""anomaly_mechanism"":""contextual_anomaly"",""chamber_id"":""TOOL_04_CH_01"",""contextual_anomalous_recipe"":""RCP_B"",""contextual_expected_status"":""anomalous"",""contextual_normal_recipe"":""RCP_A"",""contextual_pair_id"":""CTX_PAIR_004"",""contextual_sensor_columns"":""sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489"",""event_time"":""2026-05-05 14:00:00"",""is_contextual_control"":""0"",""is_synthetic_anomaly"":""1"",""lot_id"":""SYNV2_00747"",""product_family"":""LOGIC"",""recipe_context_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_004"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_RECIPE_CONTEXT_MISMATCH"",""synthetic_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_004"",""tool_id"":""TOOL_04""}"
EVID_CONTEXT_ANOMALY_CTX_PAIR_005,recipe_context,synthetic_secom_v2,SYNV2_00792,SYNV2_00792,2026-05-13 02:00:00,TOOL_04,TOOL_04_CH_01,RC_RECIPE_CONTEXT_MISMATCH,False,Synthetic recipe-context contextual anomaly; pair_id=CTX_PAIR_005; recipe=RCP_B; expected_status=anomalous; sensor_columns=sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489.,"{""anomaly_mechanism"":""contextual_anomaly"",""chamber_id"":""TOOL_04_CH_01"",""contextual_anomalous_recipe"":""RCP_B"",""contextual_expected_status"":""anomalous"",""contextual_normal_recipe"":""RCP_A"",""contextual_pair_id"":""CTX_PAIR_005"",""contextual_sensor_columns"":""sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489"",""event_time"":""2026-05-13 02:00:00"",""is_contextual_control"":""0"",""is_synthetic_anomaly"":""1"",""lot_id"":""SYNV2_00792"",""product_family"":""MIXED_SIGNAL"",""recipe_context_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_005"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_RECIPE_CONTEXT_MISMATCH"",""synthetic_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_005"",""tool_id"":""TOOL_04""}"
EVID_CONTEXT_ANOMALY_CTX_PAIR_006,recipe_context,synthetic_secom_v2,SYNV2_00796,SYNV2_00796,2026-05-13 18:00:00,TOOL_04,TOOL_04_CH_01,RC_RECIPE_CONTEXT_MISMATCH,False,Synthetic recipe-context contextual anomaly; pair_id=CTX_PAIR_006; recipe=RCP_B; expected_status=anomalous; sensor_columns=sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489.,"{""anomaly_mechanism"":""contextual_anomaly"",""chamber_id"":""TOOL_04_CH_01"",""contextual_anomalous_recipe"":""RCP_B"",""contextual_expected_status"":""anomalous"",""contextual_normal_recipe"":""RCP_A"",""contextual_pair_id"":""CTX_PAIR_006"",""contextual_sensor_columns"":""sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489"",""event_time"":""2026-05-13 18:00:00"",""is_contextual_control"":""0"",""is_synthetic_anomaly"":""1"",""lot_id"":""SYNV2_00796"",""product_family"":""MEMORY"",""recipe_context_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_006"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_RECIPE_CONTEXT_MISMATCH"",""synthetic_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_006"",""tool_id"":""TOOL_04""}"
EVID_CONTEXT_ANOMALY_CTX_PAIR_007,recipe_context,synthetic_secom_v2,SYNV2_00809,SYNV2_00809,2026-05-15 22:00:00,TOOL_04,TOOL_04_CH_01,RC_RECIPE_CONTEXT_MISMATCH,False,Synthetic recipe-context contextual anomaly; pair_id=CTX_PAIR_007; recipe=RCP_B; expected_status=anomalous; sensor_columns=sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489.,"{""anomaly_mechanism"":""contextual_anomaly"",""chamber_id"":""TOOL_04_CH_01"",""contextual_anomalous_recipe"":""RCP_B"",""contextual_expected_status"":""anomalous"",""contextual_normal_recipe"":""RCP_A"",""contextual_pair_id"":""CTX_PAIR_007"",""contextual_sensor_columns"":""sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489"",""event_time"":""2026-05-15 22:00:00"",""is_contextual_control"":""0"",""is_synthetic_anomaly"":""1"",""lot_id"":""SYNV2_00809"",""product_family"":""LOGIC"",""recipe_context_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_007"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_RECIPE_CONTEXT_MISMATCH"",""synthetic_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_007"",""tool_id"":""TOOL_04""}"
EVID_CONTEXT_ANOMALY_CTX_PAIR_008,recipe_context,synthetic_secom_v2,SYNV2_00819,SYNV2_00819,2026-05-17 14:00:00,TOOL_04,TOOL_04_CH_01,RC_RECIPE_CONTEXT_MISMATCH,False,Synthetic recipe-context contextual anomaly; pair_id=CTX_PAIR_008; recipe=RCP_B; expected_status=anomalous; sensor_columns=sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489.,"{""anomaly_mechanism"":""contextual_anomaly"",""chamber_id"":""TOOL_04_CH_01"",""contextual_anomalous_recipe"":""RCP_B"",""contextual_expected_status"":""anomalous"",""contextual_normal_recipe"":""RCP_A"",""contextual_pair_id"":""CTX_PAIR_008"",""contextual_sensor_columns"":""sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489"",""event_time"":""2026-05-17 14:00:00"",""is_contextual_control"":""0"",""is_synthetic_anomaly"":""1"",""lot_id"":""SYNV2_00819"",""product_family"":""LOGIC"",""recipe_context_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_008"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_RECIPE_CONTEXT_MISMATCH"",""synthetic_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_008"",""tool_id"":""TOOL_04""}"
EVID_CONTEXT_ANOMALY_CTX_PAIR_009,recipe_context,synthetic_secom_v2,SYNV2_00826,SYNV2_00826,2026-05-18 18:00:00,TOOL_04,TOOL_04_CH_01,RC_RECIPE_CONTEXT_MISMATCH,False,Synthetic recipe-context contextual anomaly; pair_id=CTX_PAIR_009; recipe=RCP_B; expected_status=anomalous; sensor_columns=sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489.,"{""anomaly_mechanism"":""contextual_anomaly"",""chamber_id"":""TOOL_04_CH_01"",""contextual_anomalous_recipe"":""RCP_B"",""contextual_expected_status"":""anomalous"",""contextual_normal_recipe"":""RCP_A"",""contextual_pair_id"":""CTX_PAIR_009"",""contextual_sensor_columns"":""sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489"",""event_time"":""2026-05-18 18:00:00"",""is_contextual_control"":""0"",""is_synthetic_anomaly"":""1"",""lot_id"":""SYNV2_00826"",""product_family"":""LOGIC"",""recipe_context_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_009"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_RECIPE_CONTEXT_MISMATCH"",""synthetic_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_009"",""tool_id"":""TOOL_04""}"
EVID_CONTEXT_ANOMALY_CTX_PAIR_010,recipe_context,synthetic_secom_v2,SYNV2_00867,SYNV2_00867,2026-05-25 14:00:00,TOOL_04,TOOL_04_CH_01,RC_RECIPE_CONTEXT_MISMATCH,False,Synthetic recipe-context contextual anomaly; pair_id=CTX_PAIR_010; recipe=RCP_B; expected_status=anomalous; sensor_columns=sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489.,"{""anomaly_mechanism"":""contextual_anomaly"",""chamber_id"":""TOOL_04_CH_01"",""contextual_anomalous_recipe"":""RCP_B"",""contextual_expected_status"":""anomalous"",""contextual_normal_recipe"":""RCP_A"",""contextual_pair_id"":""CTX_PAIR_010"",""contextual_sensor_columns"":""sensor_099|sensor_103|sensor_130|sensor_173|sensor_211|sensor_290|sensor_304|sensor_308|sensor_310|sensor_339|sensor_388|sensor_467|sensor_489"",""event_time"":""2026-05-25 14:00:00"",""is_contextual_control"":""0"",""is_synthetic_anomaly"":""1"",""lot_id"":""SYNV2_00867"",""product_family"":""LOGIC"",""recipe_context_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_010"",""recipe_id"":""RCP_B"",""root_cause_id"":""RC_RECIPE_CONTEXT_MISMATCH"",""synthetic_evidence_id"":""EVID_CONTEXT_ANOMALY_CTX_PAIR_010"",""tool_id"":""TOOL_04""}"
